0	347	0	0.0419616531459	3713	2866
1	16	1	0.419117647059	181	292
2	9	1	0.888888888889	48	104
3	16	1	0.632352941176	423	246
4	9	1	0.866666666667	31	48
5	12	1	0.333333333333	139	172
6	5	1	0.933333333333	12	22
7	19	1	0.431578947368	253	318
8	7	1	0.678571428571	12	28
9	55	2	0.397243107769	939	1114
10	9	1	0.822222222222	154	290
11	0	1	0.0	0	0
12	0	1	0.0	0	0
13	30	1	0.651612903226	672	672
14	14	1	0.742857142857	91	142
15	0	1	0.0	0	0
16	8	1	0.666666666667	98	157
17	12	1	0.730769230769	91	118
18	0	1	0.0	0	0
19	14	2	0.283333333333	58	112
20	12	3	0.685714285714	66	123
21	62	3	0.349038461538	1105	1216
22	9	2	0.472727272727	66	158
23	16	1	0.169117647059	49	82
24	15	1	0.9	156	163
25	65	4	0.288576300085	938	1125
26	62	6	0.41132572432	989	1300
27	4	1	0.9	48	78
28	11	2	0.769230769231	66	115
29	11	2	0.461538461538	188	158
30	15	2	0.5	231	372
31	19	4	0.434782608696	266	384
32	5	1	1.0	18	35
33	1	1	1.0	0	2
34	4	1	0.6	464	51
35	1	1	1.0	6	6
36	10	1	0.963636363636	57	93
37	0	1	0.0	0	0
38	7	2	0.361111111111	41	169
39	12	3	0.495238095238	151	231
40	39	5	0.404862579281	532	897
41	18	6	0.467391304348	78	170
42	0	2	1.0	0	0
43	0	1	0.0	0	0
44	3	3	1.0	10	48
45	11	1	0.727272727273	217	231
46	4	1	1.0	17	33
47	1	1	1.0	1	2
48	19	3	0.329004329004	226	355
49	3	1	0.5	1	8
50	10	1	0.563636363636	154	198
51	3	4	0.857142857143	9	18
52	1	1	1.0	1	4
53	27	4	0.382795698925	181	424
54	3	5	0.571428571429	46	83
55	14	3	0.830882352941	382	342
56	69	9	0.348651348651	1069	1388
57	12	3	0.52380952381	119	198
58	11	1	0.272727272727	2594	63
59	16	3	0.777777777778	261	377
60	6	2	0.678571428571	54	222
61	1	2	0.666666666667	1	4
62	23	3	0.523076923077	392	470
63	4	2	1.0	36	146
64	6	1	0.952380952381	71	48
65	8	4	0.5	114	181
66	10	5	0.87619047619	220	252
67	61	15	0.361403508772	934	1356
68	8	1	0.833333333333	33	59
69	4	6	0.644444444444	37	81
70	1	1	1.0	2	7
71	2	1	1.0	2	11
72	16	8	0.605072463768	217	385
73	5	5	0.533333333333	27	56
74	0	1	0.0	0	0
75	10	4	0.758241758242	115	290
76	1	2	1.0	0	4
77	4	2	0.6	10	63
78	7	2	1.0	21	44
79	7	5	0.939393939394	148	228
80	19	4	0.521739130435	153	270
81	2	1	0.666666666667	1	7
82	26	8	0.417112299465	361	495
83	2	5	0.857142857143	7	13
84	7	6	0.423076923077	47	162
85	10	4	0.648351648352	103	275
86	5	1	1.0	16	47
87	9	4	0.641025641026	185	241
88	11	9	0.336842105263	79	169
89	5	3	0.678571428571	7	23
90	1	1	1.0	0	3
91	6	2	0.678571428571	6	26
92	15	6	0.77619047619	106	191
93	5	3	0.857142857143	21	38
94	16	6	0.666666666667	93	253
95	3	3	0.866666666667	3	15
96	7	2	0.388888888889	47	108
97	2	1	0.666666666667	3	9
98	39	10	0.524659863946	581	986
99	10	3	0.641025641026	32	70
100	7	2	0.611111111111	53	86
101	13	6	0.830409356725	70	180
102	4	2	1.0	12	34
103	11	5	0.55	266	310
104	23	9	0.608870967742	354	604
105	8	6	0.67032967033	112	234
106	5	3	0.428571428571	32	123
107	1043	2	0.0490384791655	28853	28248
108	9	4	0.794871794872	59	117
109	27	10	0.53003003003	353	770
110	2	3	1.0	1	12
111	8	6	0.56043956044	19	101
112	1	2	1.0	1	3
113	28	12	0.537179487179	430	749
114	0	1	0.0	0	0
115	13	8	0.533333333333	51	129
116	9	8	0.661764705882	33	109
117	3	3	0.466666666667	25	86
118	24	12	0.536507936508	270	666
119	40	22	0.287149656267	390	861
120	3	1	0.5	140	61
121	6	6	0.469696969697	50	139
122	44	19	0.385560675883	563	1105
123	9	9	0.692810457516	120	259
124	2	2	0.5	27	22
125	2	2	0.666666666667	138	33
126	2	5	0.761904761905	8	72
127	12	4	0.733333333333	62	154
128	19	9	0.595238095238	267	506
129	4	3	0.904761904762	11	70
130	9	7	0.358333333333	63	220
131	5	2	1.0	14	44
132	9	7	0.4	58	194
133	11	7	0.588235294118	112	318
134	9	10	0.707602339181	139	265
135	7	3	1.0	29	82
136	123	10	0.321371610845	6213	5982
137	9	7	0.533333333333	20	94
138	0	2	1.0	0	0
139	7	2	0.972222222222	37	78
140	4	7	0.890909090909	15	62
141	14	14	0.555555555556	159	395
142	24	19	0.530454042082	294	759
143	6	6	0.606060606061	16	50
144	6	9	0.704761904762	15	83
145	1	1	1.0	0	3
146	5	5	0.466666666667	24	114
147	2	4	0.933333333333	2	12
148	8	12	0.421052631579	71	186
